age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,y
36,9458,27214,13301,44396,3537,25130,37967,29285,21,3970,115,2,-1,36959,0
44,4154,12790,23202,44396,762,20081,7244,29285,21,3970,778,1,-1,36959,0
49,9458,27214,13301,44396,412,20081,37967,29285,21,3970,233,1,-1,36959,0
52,1579,27214,23202,44396,-332,25130,37967,2906,21,3970,70,1,-1,36959,0
57,4154,27214,23202,44396,8266,25130,37967,2906,21,3970,162,1,-1,36959,0
35,9732,27214,23202,44396,80,25130,7244,29285,21,3970,38,2,172,4901,0
49,9458,27214,13301,44396,942,20081,37967,29285,21,3970,8,5,-1,36959,0
34,9732,27214,23202,44396,328,25130,7244,29285,21,3970,18,7,-1,36959,0
57,2264,5207,13301,44396,476,20081,37967,2906,21,3970,26,1,-1,36959,0
35,7597,5207,23202,44396,0,25130,37967,29285,21,3970,72,1,-1,36959,0
41,9458,27214,13301,44396,832,25130,7244,29285,21,3970,164,1,176,4901,0
35,1487,27214,23202,44396,2971,20081,37967,29285,21,3970,112,2,-1,36959,0
39,7597,12790,23202,44396,-529,25130,37967,29285,21,3970,18,5,-1,36959,0
55,7597,27214,1857,44396,1393,25130,7244,2906,21,3970,55,5,-1,36959,0
32,7597,27214,1857,44396,0,20081,7244,29285,21,3970,296,1,-1,36959,0
36,1487,27214,23202,815,1,25130,37967,29285,21,3970,203,1,-1,36959,0
32,9458,12790,13301,44396,616,25130,37967,29285,21,3970,186,2,109,1840,0
37,7597,27214,23202,44396,77,25130,7244,29285,21,3970,44,1,-1,36959,0
37,9458,27214,13301,44396,0,25130,37967,29285,21,3970,227,1,-1,36959,0
35,7597,27214,13301,44396,0,25130,7244,29285,21,3970,86,1,-1,36959,0
54,1303,12790,6851,44396,199,25130,37967,29285,21,3970,532,1,-1,36959,0
37,9458,27214,13301,44396,11,20081,37967,29285,21,3970,326,1,-1,36959,0
31,9458,27214,13301,44396,432,25130,37967,29285,21,3970,197,1,-1,36959,0
53,9458,27214,13301,44396,3105,25130,7244,29285,21,3970,84,2,-1,36959,0
42,5171,12790,23202,44396,2095,25130,37967,29285,21,3970,752,3,-1,36959,0
50,7597,27214,23202,44396,2497,25130,37967,29285,21,3970,35,1,176,4901,0
31,9732,27214,23202,44396,3653,25130,7244,29285,21,3970,252,1,168,4901,0
35,1579,12790,13301,44396,1129,25130,37967,29285,21,3970,64,2,184,4901,0
35,1487,27214,6851,44396,0,20081,7244,2906,21,3970,26,10,-1,36959,0
34,9458,27214,13301,44396,1240,25130,37967,29285,21,3970,102,1,-1,36959,0
33,9732,5207,23202,44396,86,20081,7244,29285,21,3970,183,3,186,4901,0
42,7597,12790,23202,44396,716,25130,37967,29285,21,3970,110,1,-1,36959,0
44,9732,27214,1857,44396,1149,25130,37967,29285,21,3970,67,5,-1,36959,0
35,9458,27214,13301,815,32,25130,37967,29285,21,3970,180,1,-1,36959,0
58,7597,27214,13301,44396,289,20081,37967,2906,21,3970,182,2,-1,36959,0
39,1303,27214,23202,44396,2245,20081,37967,29285,21,3970,749,2,-1,36959,1
49,1240,27214,6851,44396,249,25130,37967,29285,21,3970,450,1,-1,36959,0
47,1579,27214,13301,44396,0,20081,37967,2906,21,3970,28,1,-1,36959,0
31,7597,12790,13301,44396,1166,25130,37967,29285,21,3970,119,2,171,4901,0
45,5171,27214,23202,44396,256,20081,37967,29285,21,3970,135,2,-1,36959,0
47,7597,27214,23202,44396,834,20081,7244,29285,21,3970,902,1,133,1840,1
44,9458,27214,13301,44396,4119,25130,7244,2906,21,3970,1074,1,-1,36959,1
34,7597,27214,23202,44396,5553,25130,37967,29285,21,3970,798,2,182,4901,0
44,9458,5207,13301,44396,2058,20081,7244,29285,21,3970,661,1,-1,36959,0
40,5171,27214,23202,44396,1831,20081,37967,29285,21,3970,492,2,-1,36959,0
43,9732,27214,6851,44396,437,25130,37967,29285,21,3970,142,1,-1,36959,0
36,9732,27214,23202,44396,708,25130,37967,2906,21,3970,43,1,-1,36959,0
35,9458,27214,13301,44396,365,20081,37967,29285,21,3970,168,2,-1,36959,0
32,7597,27214,23202,44396,950,25130,37967,29285,21,3970,82,3,-1,36959,0
42,9458,27214,13301,44396,6080,20081,37967,29285,21,3970,98,3,-1,36959,0
39,9732,27214,23202,44396,1969,20081,37967,29285,21,3970,63,2,-1,36959,0
49,5171,5207,23202,44396,771,25130,37967,29285,21,3970,264,2,172,4901,0
47,9732,27214,6851,44396,333,25130,37967,29285,21,3970,118,1,113,4901,0
32,9732,12790,6851,44396,3595,25130,37967,29285,21,3970,171,2,-1,36959,0
55,5171,27214,6851,44396,319,20081,37967,29285,21,3970,124,3,-1,36959,0
54,9732,27214,6851,44396,4503,20081,37967,2906,21,3970,168,3,-1,36959,0
57,7597,27214,23202,44396,29207,25130,37967,2906,21,3970,232,2,-1,36959,0
41,9458,27214,13301,44396,-456,20081,37967,29285,21,3970,190,1,-1,36959,0
37,9732,27214,23202,44396,2066,25130,7244,29285,21,3970,10,7,113,4901,0
40,9458,27214,23202,44396,752,20081,7244,29285,21,3970,456,1,157,4901,0
30,4154,12790,23202,44396,190,20081,37967,29285,21,3970,312,1,-1,36959,0
30,1240,12790,23202,44396,358,25130,37967,29285,21,3970,45,2,-1,36959,0
40,4154,27214,23202,44396,9374,25130,37967,29285,21,3970,7,8,185,4901,0
41,1579,27214,23202,44396,13489,20081,37967,29285,21,3970,124,2,-1,36959,0
35,9458,27214,13301,44396,0,25130,37967,29285,21,3970,189,1,128,1840,0
51,7597,12790,13301,44396,11222,25130,37967,29285,21,3970,126,2,171,4901,0
31,7597,12790,23202,44396,13,20081,37967,29285,21,3970,208,1,-1,36959,0
32,7597,12790,13301,44396,2204,25130,37967,29285,21,3970,11,4,-1,36959,0
37,5171,12790,23202,44396,0,20081,37967,29285,21,3970,232,2,-1,36959,0
36,5171,12790,23202,44396,0,25130,7244,29285,21,3970,109,1,189,4901,0
39,9458,27214,13301,815,47,20081,37967,29285,21,3970,28,3,158,4901,0
34,9458,27214,13301,44396,7384,20081,37967,29285,21,3970,69,2,-1,36959,0
34,1303,27214,23202,44396,1375,20081,37967,29285,21,3970,148,1,-1,36959,0
41,4154,27214,23202,44396,1445,20081,37967,29285,21,3970,104,3,-1,36959,0
30,9458,27214,13301,44396,6432,25130,37967,29285,21,3970,206,2,119,1840,0
37,5171,12790,23202,44396,528,25130,37967,29285,21,3970,65,1,-1,36959,0
45,7597,27214,13301,44396,-525,20081,7244,29285,21,3970,980,2,-1,36959,1
48,9732,27214,23202,44396,2697,25130,7244,29285,21,3970,82,1,179,4901,0
38,9458,5207,13301,44396,554,20081,37967,29285,21,3970,45,1,101,4901,0
43,9458,27214,13301,44396,13015,25130,37967,29285,21,3970,56,1,-1,36959,0
36,9458,5207,13301,44396,210,25130,37967,2906,21,3970,62,1,127,4901,0
31,7597,12790,23202,44396,11,25130,37967,29285,21,3970,16,9,-1,36959,0
32,5171,27214,13301,44396,0,25130,37967,29285,21,3970,102,1,-1,36959,0
39,9458,12790,13301,44396,26,25130,7244,29285,21,3970,52,1,179,4901,0
33,7597,12790,23202,44396,920,25130,37967,29285,21,3970,58,1,122,4901,0
33,9458,27214,13301,44396,1817,20081,37967,29285,21,3970,55,1,-1,36959,0
32,4154,27214,23202,44396,1397,25130,37967,29285,21,3970,224,3,-1,36959,0
48,1303,27214,6851,44396,0,20081,37967,29285,21,3970,213,2,-1,36959,0
49,9458,27214,13301,815,10,25130,37967,29285,21,3970,226,1,-1,36959,0
32,7597,12790,23202,44396,6710,20081,37967,29285,21,3970,48,1,-1,36959,0
44,1487,5207,13301,44396,20179,25130,7244,29285,21,3970,163,1,-1,36959,0
32,9458,12790,13301,44396,1613,20081,37967,29285,21,3970,24,5,-1,36959,0
39,4154,27214,6851,44396,1601,25130,37967,29285,21,3970,219,2,182,4901,0
37,9458,27214,13301,44396,11391,25130,37967,29285,21,3970,103,1,-1,36959,0
35,7597,12790,23202,44396,391,20081,37967,29285,21,3970,152,1,-1,36959,0
34,938,27214,13301,44396,3037,25130,37967,2906,21,3970,65,1,-1,36959,0
30,9458,27214,23202,44396,-559,25130,7244,29285,21,3970,531,1,184,4901,0
43,4154,27214,6851,44396,-88,25130,7244,29285,21,3970,94,2,-1,36959,0
42,4154,5207,23202,44396,444,20081,37967,29285,21,3970,171,1,-1,36959,0
30,4154,12790,23202,44396,677,25130,37967,29285,21,3970,108,1,-1,36959,0
46,9458,12790,13301,44396,653,20081,7244,29285,21,3970,104,1,-1,36959,0
35,7597,12790,13301,44396,5301,20081,37967,29285,21,3970,937,2,-1,36959,1
43,5171,27214,23202,44396,-150,20081,7244,29285,21,3970,62,2,136,4901,0
56,2264,27214,23202,815,-1122,25130,7244,29285,21,3970,220,1,-1,36959,0
59,9458,27214,23202,44396,42,20081,37967,29285,21,3970,40,1,-1,36959,0
35,938,5207,13301,44396,100,20081,37967,29285,21,3970,50,1,-1,36959,0
35,9458,12790,13301,44396,175,25130,7244,29285,21,3970,53,1,-1,36959,0
43,5171,5207,13301,44396,1440,25130,7244,29285,21,3970,149,1,175,4901,0
38,5171,27214,23202,44396,505,25130,7244,29285,21,3970,119,1,157,4901,0
50,5171,5207,23202,44396,3240,20081,37967,29285,21,3970,144,2,-1,36959,0
43,9458,27214,13301,44396,13851,25130,37967,29285,21,3970,259,1,-1,36959,0
57,4154,27214,23202,44396,2658,25130,37967,29285,21,3970,107,1,190,4901,0
33,4154,12790,23202,44396,3269,20081,7244,29285,21,3970,381,1,126,4901,0
36,9458,27214,1857,44396,1597,25130,37967,29285,21,3970,137,1,-1,36959,0
31,5171,27214,23202,44396,54,25130,37967,29285,21,3970,226,1,-1,36959,0
32,9458,12790,13301,44396,1716,20081,37967,29285,21,3970,157,4,-1,36959,0
33,5171,5207,23202,44396,335,25130,37967,29285,21,3970,347,1,184,4901,0
32,7597,27214,23202,44396,253,25130,37967,29285,21,3970,76,1,170,4901,0
47,7597,27214,23202,44396,1059,25130,37967,29285,21,3970,58,1,127,4901,0
39,1303,27214,13301,44396,529,25130,7244,29285,21,3970,673,1,-1,36959,0
32,9458,27214,13301,44396,2737,25130,7244,29285,21,3970,44,4,182,4901,0
55,1240,27214,6851,44396,4,20081,37967,29285,21,3970,85,3,-1,36959,0
34,9458,27214,13301,815,0,20081,7244,29285,21,3970,18,9,-1,36959,0
34,1579,27214,13301,44396,13354,20081,37967,2906,21,3970,26,5,-1,36959,0
44,9458,27214,23202,44396,1138,25130,37967,29285,21,3970,116,2,-1,36959,0
39,9458,27214,13301,44396,20932,20081,37967,29285,21,3970,127,2,-1,36959,0
54,1487,5207,13301,44396,5784,20081,37967,29285,21,3970,75,5,-1,36959,0
31,9458,12790,13301,44396,6542,25130,37967,29285,21,3970,71,3,192,1840,0
31,1303,27214,13301,44396,591,20081,37967,29285,21,3970,161,2,-1,36959,0
32,7597,12790,23202,44396,5600,25130,37967,29285,21,3970,77,1,-1,36959,0
45,9458,27214,13301,44396,3643,20081,37967,29285,21,3970,162,1,-1,36959,0
30,1579,27214,23202,44396,581,25130,37967,29285,21,3970,197,3,-1,36959,0
35,4154,5207,23202,44396,-718,25130,37967,29285,21,3970,47,1,-1,36959,0
59,9458,27214,13301,44396,833,25130,7244,29285,21,3970,311,1,-1,36959,0
58,9458,5207,13301,44396,26254,25130,37967,29285,21,3970,53,1,31,4901,0
30,4154,12790,23202,44396,438,25130,37967,29285,21,3970,98,1,-1,36959,0
40,1487,27214,23202,44396,285,20081,37967,29285,21,3970,133,1,-1,36959,0
41,1487,27214,6851,44396,39,25130,37967,29285,21,3970,549,2,-1,36959,1
33,9458,12790,13301,44396,437,25130,37967,29285,21,3970,285,1,179,1840,0
51,9458,5207,13301,44396,-79,25130,37967,29285,21,3970,72,1,-1,36959,0
40,9732,27214,6851,44396,-616,25130,37967,29285,21,3970,182,1,157,4901,0
34,9458,27214,13301,44396,6203,20081,37967,2906,21,3970,34,2,-1,36959,0
39,4154,12790,23202,44396,158,25130,37967,29285,21,3970,183,1,168,4901,0
31,4154,27214,23202,44396,851,25130,37967,29285,21,3970,158,1,-1,36959,0
48,1240,12790,23202,44396,1385,20081,37967,2906,21,3970,270,1,-1,36959,0
38,7597,27214,23202,44396,1,25130,37967,29285,21,3970,57,5,199,1511,0
38,4154,27214,23202,44396,5293,25130,37967,29285,21,3970,1199,3,155,1840,0
57,5171,27214,23202,44396,3944,20081,37967,29285,21,3970,36,2,-1,36959,0
57,7597,27214,23202,44396,7766,25130,37967,29285,21,3970,220,1,-1,36959,0
33,4154,27214,23202,44396,4402,25130,37967,29285,21,3970,380,2,-1,36959,0
57,9458,27214,13301,44396,24498,20081,37967,29285,21,3970,161,5,-1,36959,0
30,7597,12790,13301,44396,1028,25130,37967,29285,21,3970,653,1,-1,36959,0
30,5171,12790,23202,44396,154,25130,37967,29285,21,3970,24,2,-1,36959,0
48,9732,12790,23202,44396,-552,20081,7244,29285,21,3970,150,2,-1,36959,0
45,9732,5207,6851,44396,942,20081,37967,29285,21,3970,362,1,-1,36959,0
33,7597,12790,13301,44396,0,25130,37967,29285,21,3970,654,1,-1,36959,1
40,9458,27214,23202,44396,9047,25130,37967,29285,21,3970,527,1,95,1840,0
48,9732,27214,6851,44396,3837,20081,7244,29285,21,3970,120,1,-1,36959,0
39,9458,27214,13301,44396,1654,20081,7244,29285,21,3970,151,1,-1,36959,0
36,7597,27214,23202,44396,1497,20081,7244,29285,21,3970,455,2,94,1840,0
54,9732,27214,23202,44396,-10,25130,37967,29285,21,3970,490,2,-1,36959,0
30,938,12790,13301,44396,2766,20081,37967,29285,21,3970,834,1,-1,36959,1
30,1579,27214,6851,44396,674,25130,37967,29285,21,3970,72,2,-1,36959,0
47,1579,27214,23202,44396,318,20081,37967,29285,21,3970,83,1,-1,36959,0
53,7597,27214,23202,44396,1835,25130,37967,29285,21,3970,184,2,-1,36959,0
33,1487,27214,13301,44396,87,25130,7244,29285,21,3970,141,4,-1,36959,0
59,9458,27214,13301,44396,261,25130,7244,29285,21,3970,124,1,-1,36959,0
38,9732,27214,6851,44396,0,25130,37967,29285,21,3970,101,1,-1,36959,0
52,9458,27214,13301,44396,2428,25130,37967,29285,21,3970,294,1,116,4901,0
34,7597,5207,23202,44396,7,25130,7244,29285,21,3970,94,2,199,4901,0
56,1240,27214,6851,44396,445,20081,37967,29285,21,3970,13,6,-1,36959,0
32,9732,27214,6851,44396,9750,25130,37967,29285,21,3970,51,2,-1,36959,0
54,2264,27214,6851,44396,235,20081,7244,29285,21,3970,353,2,113,4901,0
49,5171,5207,23202,44396,6512,20081,37967,29285,21,3970,93,2,-1,36959,0
39,5171,27214,23202,44396,2319,20081,37967,29285,21,3970,48,1,137,4901,0
43,9458,12790,13301,44396,146,20081,37967,29285,21,3970,50,1,113,1840,0
30,9732,27214,23202,44396,0,20081,7244,29285,21,3970,718,1,-1,36959,0
31,1487,5207,23202,44396,82,20081,37967,2906,21,3970,114,5,-1,36959,0
34,9458,27214,13301,44396,2594,25130,37967,29285,21,3970,161,3,-1,36959,0
43,9458,27214,13301,44396,2083,20081,37967,29285,21,3970,120,2,-1,36959,0
56,9458,27214,23202,44396,2811,20081,37967,29285,21,3970,150,2,-1,36959,0
41,4154,27214,23202,44396,6687,25130,37967,29285,21,3970,41,2,123,4901,0
36,9732,27214,23202,44396,3266,25130,37967,29285,21,3970,94,1,-1,36959,0
30,9732,12790,23202,44396,6900,20081,37967,29285,21,3970,816,1,-1,36959,0
33,1487,12790,13301,44396,3017,20081,37967,29285,21,3970,240,3,-1,36959,0
30,938,12790,13301,44396,3300,20081,37967,29285,21,3970,1571,1,-1,36959,1
59,9458,5207,13301,44396,7813,25130,37967,29285,21,3970,75,1,-1,36959,0
39,1487,27214,23202,44396,0,20081,37967,29285,21,3970,108,7,-1,36959,0
48,5171,12790,23202,44396,0,20081,7244,2906,21,3970,47,2,-1,36959,0
31,9458,12790,13301,44396,4718,25130,37967,29285,21,3970,536,1,-1,36959,1
31,9732,12790,23202,44396,1565,25130,37967,29285,21,3970,290,6,-1,36959,0
55,9732,5207,6851,44396,2227,25130,37967,2906,21,3970,148,3,172,4901,0
35,1303,27214,13301,44396,259,20081,7244,29285,21,3970,229,2,-1,36959,0
39,9458,27214,23202,44396,13578,25130,37967,29285,21,3970,185,2,-1,36959,0
45,7597,27214,23202,44396,0,25130,37967,2906,21,3970,68,1,-1,36959,0
32,4154,27214,23202,44396,1076,20081,37967,29285,21,3970,906,1,129,4901,0
40,1579,27214,13301,44396,271,25130,37967,29285,21,3970,124,3,102,4901,0
50,4154,27214,23202,44396,57435,25130,37967,29285,21,3970,319,3,-1,36959,0
32,1579,12790,13301,44396,-98,20081,7244,29285,21,3970,157,2,-1,36959,0
31,7597,27214,13301,44396,95,20081,37967,29285,21,3970,48,6,-1,36959,0
32,9732,12790,23202,44396,1047,20081,37967,29285,21,3970,89,2,-1,36959,0
36,9458,27214,13301,44396,1619,25130,37967,29285,21,3970,106,2,-1,36959,0
32,4154,12790,23202,44396,11287,25130,37967,29285,21,3970,92,7,-1,36959,0
30,5171,27214,23202,44396,4457,25130,37967,29285,21,3970,566,4,-1,36959,1
45,5171,12790,23202,44396,946,25130,37967,29285,21,3970,56,2,175,4901,0
57,5171,5207,23202,44396,6157,20081,7244,29285,21,3970,45,2,-1,36959,0
37,1487,12790,13301,44396,65,20081,37967,29285,21,3970,20,10,113,4901,0
41,5171,12790,23202,44396,748,20081,37967,2906,21,3970,94,7,130,1840,0
44,9458,27214,13301,815,0,25130,37967,29285,21,3970,123,2,-1,36959,0
39,9458,12790,13301,44396,137,25130,37967,29285,21,3970,408,9,-1,36959,0
35,7597,12790,13301,44396,817,25130,37967,29285,21,3970,12,5,-1,36959,0
30,5171,12790,23202,44396,105,25130,37967,29285,21,3970,75,1,-1,36959,0
42,9458,27214,13301,44396,36,20081,37967,29285,21,3970,664,3,-1,36959,1
32,5171,27214,13301,44396,118,20081,37967,29285,21,3970,383,4,176,4901,0
32,9458,12790,23202,44396,86,25130,37967,29285,21,3970,78,1,-1,36959,0
33,9458,27214,13301,44396,418,25130,37967,29285,21,3970,159,1,-1,36959,0
44,9732,27214,23202,44396,16178,25130,37967,29285,21,3970,297,1,-1,36959,0
57,9458,5207,13301,44396,0,20081,7244,29285,21,3970,61,2,-1,36959,0
53,9732,27214,23202,44396,3036,25130,37967,29285,21,3970,104,2,190,1840,0
40,4154,12790,23202,44396,5129,25130,7244,29285,21,3970,222,6,-1,36959,0
31,7597,27214,23202,44396,1230,20081,37967,29285,21,3970,7,4,-1,36959,0
52,9458,12790,13301,44396,5728,25130,37967,29285,21,3970,79,3,-1,36959,0
30,5171,12790,23202,44396,294,25130,7244,29285,21,3970,527,1,-1,36959,0
32,5171,12790,13301,44396,3816,25130,37967,29285,21,3970,53,3,-1,36959,0
57,1303,27214,6851,44396,3367,20081,37967,2906,21,3970,126,1,-1,36959,0
40,9458,27214,13301,44396,1584,25130,37967,2906,21,3970,661,1,-1,36959,0
52,9458,27214,13301,44396,1065,25130,7244,29285,21,3970,224,2,175,4901,0
36,9458,12790,13301,44396,7,20081,37967,13020,21,3970,20,1,-1,36959,0
49,4154,27214,23202,44396,66,25130,7244,29285,21,3970,59,4,-1,36959,0
36,9458,12790,13301,44396,72,25130,7244,29285,21,3970,10,7,-1,36959,0
30,9732,27214,23202,44396,618,20081,37967,29285,21,3970,78,6,-1,36959,0
34,1303,27214,23202,44396,6438,25130,37967,29285,21,3970,21,7,-1,36959,0
57,9458,27214,13301,44396,3431,25130,37967,29285,21,3970,55,2,189,4901,0
45,7597,27214,23202,44396,2403,20081,37967,29285,21,3970,207,1,-1,36959,0
47,5171,27214,1857,44396,0,25130,37967,29285,21,3970,85,1,198,4901,0
41,9458,27214,6851,44396,102,25130,7244,29285,21,3970,188,1,-1,36959,0
34,288,27214,23202,44396,1434,20081,37967,29285,21,3970,50,2,-1,36959,0
32,1240,12790,13301,44396,23663,25130,37967,29285,21,3970,103,2,-1,36959,0
57,7597,5207,23202,44396,2352,25130,37967,29285,21,3970,757,2,-1,36959,0
41,9458,27214,23202,44396,0,20081,37967,29285,21,3970,624,1,-1,36959,0
57,2264,27214,6851,44396,5010,20081,37967,29285,21,3970,570,4,-1,36959,0
40,9458,27214,23202,44396,4025,25130,37967,29285,21,3970,139,2,129,4901,0
47,9458,27214,13301,44396,7708,25130,37967,29285,21,3970,157,5,-1,36959,0
49,9458,27214,13301,44396,22520,20081,37967,29285,21,3970,579,9,-1,36959,1
51,9458,27214,13301,44396,4,25130,37967,29285,21,3970,58,2,-1,36959,0
42,9732,27214,23202,44396,0,25130,37967,29285,21,3970,328,6,-1,36959,0
32,9458,5207,13301,44396,874,20081,37967,29285,21,3970,366,3,101,1511,0
35,1303,27214,6851,44396,3285,20081,37967,29285,21,3970,1555,2,-1,36959,1
59,1303,12790,6851,44396,7724,20081,37967,29285,21,3970,373,3,-1,36959,1
37,9732,27214,6851,44396,2120,25130,37967,29285,21,3970,150,4,-1,36959,0
31,288,27214,23202,44396,111,20081,37967,29285,21,3970,504,2,93,4901,1
43,9458,27214,13301,44396,1751,25130,37967,29285,21,3970,146,4,-1,36959,0
57,1240,5207,23202,44396,4969,20081,37967,29285,21,3970,655,2,-1,36959,0
43,7597,27214,6851,44396,201,20081,37967,29285,21,3970,69,2,-1,36959,0
41,9732,27214,23202,44396,1539,25130,37967,29285,21,3970,139,6,130,4901,0
31,5171,12790,23202,44396,144,25130,37967,29285,21,3970,51,2,140,4901,0
59,9732,27214,23202,44396,10054,20081,37967,29285,21,3970,175,3,100,4901,0
52,9732,27214,6851,44396,28,25130,37967,2906,21,3970,85,3,-1,36959,0
46,5171,5207,23202,44396,3163,20081,37967,29285,21,3970,128,3,-1,36959,0
43,288,12790,13301,44396,2731,20081,37967,29285,21,3970,11,7,-1,36959,0
55,7597,27214,1857,44396,4746,25130,37967,29285,21,3970,237,2,182,4901,0
55,2264,5207,23202,44396,1580,20081,7244,29285,21,3970,82,5,155,1511,0
49,4154,27214,6851,44396,4713,25130,37967,2906,21,3970,33,1,-1,36959,0
44,9458,27214,13301,44396,-692,20081,7244,29285,21,3970,52,2,-1,36959,0
51,1303,27214,23202,44396,74,20081,7244,29285,21,3970,289,3,-1,36959,0
40,4154,27214,23202,44396,0,25130,37967,29285,21,3970,43,1,185,4901,0
37,9458,27214,13301,44396,2951,20081,37967,29285,21,3970,101,3,-1,36959,0
30,9458,12790,13301,44396,9634,20081,37967,29285,21,3970,402,4,101,4901,0
53,9458,27214,6851,44396,13901,25130,37967,29285,21,3970,59,1,-1,36959,0
32,1487,27214,1857,44396,73,25130,37967,29285,21,3970,158,1,135,4901,0
32,1579,27214,13301,44396,14522,20081,37967,29285,21,3970,221,7,-1,36959,0
45,9732,27214,23202,44396,3169,20081,37967,29285,21,3970,39,1,-1,36959,0
35,1487,27214,6851,44396,29397,25130,37967,29285,21,3970,166,1,-1,36959,0
40,7597,27214,23202,44396,40,25130,37967,29285,21,3970,73,1,-1,36959,0
36,1579,27214,23202,44396,1006,25130,37967,29285,21,3970,89,2,-1,36959,0
53,9458,27214,23202,44396,2693,20081,37967,29285,21,3970,140,1,-1,36959,0
31,1579,12790,13301,44396,17924,25130,37967,29285,21,3970,608,3,-1,36959,0
31,4154,27214,23202,815,29,20081,37967,29285,21,3970,240,3,-1,36959,0
36,7597,5207,23202,44396,407,20081,37967,29285,21,3970,98,1,-1,36959,0
45,4154,5207,23202,44396,0,25130,7244,29285,21,3970,173,1,192,4901,0
31,9458,27214,1857,44396,4123,20081,37967,29285,21,3970,584,2,-1,36959,0
42,5171,5207,23202,44396,-67,20081,37967,29285,21,3970,137,2,-1,36959,0
32,5171,12790,23202,44396,540,25130,37967,29285,21,3970,379,2,-1,36959,0
34,5171,12790,23202,44396,892,25130,37967,29285,21,3970,177,2,184,4901,0
47,7597,27214,23202,44396,912,20081,37967,29285,21,3970,1036,2,-1,36959,0
58,9458,5207,13301,44396,50,25130,37967,29285,21,3970,675,4,171,4901,0
38,9458,27214,23202,44396,16236,25130,37967,29285,21,3970,139,3,-1,36959,0
31,9458,12790,13301,44396,3283,20081,37967,29285,21,3970,377,1,-1,36959,0
31,9458,12790,13301,44396,307,20081,37967,29285,21,3970,86,2,-1,36959,0
53,1579,12790,23202,44396,186,20081,37967,29285,21,3970,92,2,-1,36959,0
57,1240,5207,6851,44396,492,20081,37967,2906,21,3970,181,2,-1,36959,0
37,4154,12790,23202,44396,105,20081,7244,29285,21,3970,197,2,157,4901,0
31,4154,27214,23202,44396,490,25130,37967,29285,21,3970,394,5,179,1840,0
56,1487,5207,13301,44396,386,20081,37967,29285,21,3970,65,4,-1,36959,0
51,9732,27214,23202,44396,0,25130,37967,29285,21,3970,8,6,-1,36959,0
32,5171,27214,23202,44396,752,25130,37967,29285,21,3970,82,4,191,4901,0
36,1579,5207,13301,44396,6385,25130,37967,29285,21,3970,70,2,-1,36959,0
41,9732,27214,23202,44396,1394,25130,37967,29285,21,3970,519,1,-1,36959,0
44,9732,27214,23202,44396,376,25130,37967,29285,21,3970,61,4,-1,36959,0
39,7597,5207,23202,44396,566,20081,37967,29285,21,3970,46,7,-1,36959,0
40,5171,12790,23202,44396,1200,25130,37967,29285,21,3970,163,2,156,4901,0
39,1579,27214,23202,44396,254,20081,37967,29285,21,3970,292,3,-1,36959,0
43,9458,27214,13301,44396,2640,20081,37967,29285,21,3970,314,4,-1,36959,1
46,7597,27214,23202,44396,410,20081,7244,29285,21,3970,162,5,-1,36959,0
34,9458,12790,13301,44396,2343,20081,37967,2906,21,3970,39,9,-1,36959,0
34,7597,27214,1857,44396,863,20081,37967,29285,21,3970,360,2,-1,36959,0
45,9458,12790,13301,44396,207,20081,37967,29285,21,3970,230,3,-1,36959,0
34,9458,27214,13301,44396,5195,20081,37967,29285,21,3970,25,3,-1,36959,0
41,938,12790,23202,44396,1934,25130,37967,29285,21,3970,162,2,-1,36959,0
38,5171,27214,23202,44396,1973,20081,37967,29285,21,3970,155,2,-1,36959,0
52,9732,27214,6851,44396,4793,25130,37967,2906,21,3970,61,3,168,4901,0
44,9732,27214,6851,44396,0,25130,7244,29285,21,3970,32,2,116,1840,0
53,1579,12790,23202,44396,731,20081,37967,29285,21,3970,251,2,-1,36959,0
45,7597,12790,13301,44396,302,25130,37967,29285,21,3970,22,2,154,4901,0
30,1579,27214,13301,44396,1050,20081,37967,29285,21,3970,58,2,-1,36959,0
46,7597,27214,23202,44396,2045,25130,37967,29285,21,3970,281,2,-1,36959,0
34,1487,12790,23202,44396,318,25130,37967,29285,21,3970,36,2,-1,36959,0
34,1487,12790,13301,44396,2856,25130,37967,29285,21,3970,165,2,-1,36959,0
41,7597,27214,23202,44396,2125,25130,7244,29285,21,3970,285,3,116,4901,0
30,7597,12790,23202,44396,2734,20081,37967,29285,21,3970,459,3,-1,36959,1
50,2264,27214,23202,44396,1047,20081,37967,29285,21,3970,98,5,-1,36959,0
36,9732,27214,23202,44396,3463,25130,37967,2906,21,3970,29,4,-1,36959,0
46,7597,27214,23202,44396,1167,25130,37967,29285,21,3970,1540,2,-1,36959,1
32,1487,12790,13301,44396,7641,25130,7244,29285,21,3970,39,10,-1,36959,0
31,1487,12790,23202,44396,0,25130,37967,2906,21,3970,544,2,-1,36959,0
38,9458,27214,13301,44396,3436,20081,37967,29285,21,3970,663,4,-1,36959,1
42,1303,27214,23202,44396,8131,25130,37967,29285,21,3970,173,4,175,4901,0
34,1487,12790,13301,44396,714,25130,37967,29285,21,3970,122,3,193,4901,0
30,9732,12790,6851,44396,5641,20081,37967,29285,21,3970,695,3,-1,36959,0
33,7597,27214,13301,44396,44,25130,37967,29285,21,3970,88,2,-1,36959,0
